[+0.0000000000000e+00, +0.0000000000000e+00]
[-1.3488764611501e+07, -1.3488764611501e+07]
[-1.3487466051146e+07, -1.3487466051146e+07]
[-1.3486166494934e+07, -1.3486166494934e+07]
[-1.3484865949011e+07, -1.3484865949011e+07]
[-1.3483564419520e+07, -1.3483564419520e+07]
[-1.3482261912601e+07, -1.3482261912601e+07]
[-1.3480958434394e+07, -1.3480958434394e+07]
[-1.3479653991036e+07, -1.3479653991036e+07]
[-1.3478348588662e+07, -1.3478348588662e+07]
[-1.3477042233406e+07, -1.3477042233406e+07]
[-1.3475734931398e+07, -1.3475734931398e+07]
[-1.3474426688768e+07, -1.3474426688768e+07]
[-1.3473117511643e+07, -1.3473117511643e+07]
[-1.3471807406148e+07, -1.3471807406148e+07]
[-1.3470496378404e+07, -1.3470496378404e+07]
[-1.3469184434533e+07, -1.3469184434533e+07]
[-1.3467871580652e+07, -1.3467871580652e+07]
[-1.3466557822877e+07, -1.3466557822877e+07]
[-1.3465243167322e+07, -1.3465243167322e+07]
[-1.3463927620097e+07, -1.3463927620097e+07]
[-1.3462611187311e+07, -1.3462611187311e+07]
[-1.3461293875069e+07, -1.3461293875069e+07]
[-1.3459975689477e+07, -1.3459975689477e+07]
[-1.3458656636633e+07, -1.3458656636633e+07]
[-1.3457336722638e+07, -1.3457336722638e+07]
[-1.3456015953585e+07, -1.3456015953585e+07]
[-1.3454694335570e+07, -1.3454694335570e+07]
[-1.3453371874681e+07, -1.3453371874681e+07]
[-1.3452048577007e+07, -1.3452048577007e+07]
[-1.3450724448632e+07, -1.3450724448632e+07]
[-1.3449399495638e+07, -1.3449399495638e+07]
[-1.3448073724105e+07, -1.3448073724105e+07]
[-1.3446747140109e+07, -1.3446747140109e+07]
[-1.3445419749723e+07, -1.3445419749723e+07]
[-1.3444091559018e+07, -1.3444091559018e+07]
[-1.3442762574060e+07, -1.3442762574060e+07]
[-1.3441432800915e+07, -1.3441432800915e+07]
[-1.3440102245644e+07, -1.3440102245644e+07]
[-1.3438770914305e+07, -1.3438770914305e+07]
[-1.3437438812953e+07, -1.3437438812953e+07]
[-1.3436105947640e+07, -1.3436105947640e+07]
[-1.3434772324414e+07, -1.3434772324414e+07]
[-1.3433437949322e+07, -1.3433437949322e+07]
[-1.3432102828405e+07, -1.3432102828405e+07]
[-1.3430766967702e+07, -1.3430766967702e+07]
[-1.3429430373249e+07, -1.3429430373249e+07]
[-1.3428093051077e+07, -1.3428093051077e+07]
[-1.3426755007216e+07, -1.3426755007216e+07]
[-1.3425416247691e+07, -1.3425416247691e+07]
[-1.3424076778523e+07, -1.3424076778523e+07]
[-1.3422736605731e+07, -1.3422736605731e+07]
[-1.3421395735330e+07, -1.3421395735330e+07]
[-1.3420054173330e+07, -1.3420054173330e+07]
[-1.3418711925740e+07, -1.3418711925740e+07]
[-1.3417368998562e+07, -1.3417368998562e+07]
[-1.3416025397798e+07, -1.3416025397798e+07]
[-1.3414681129443e+07, -1.3414681129443e+07]
[-1.3413336199491e+07, -1.3413336199491e+07]
[-1.3411990613930e+07, -1.3411990613930e+07]
[-1.3410644378746e+07, -1.3410644378746e+07]
[-1.3409297499919e+07, -1.3409297499919e+07]
[-1.3407949983427e+07, -1.3407949983427e+07]
[-1.3406601835243e+07, -1.3406601835243e+07]
[-1.3405253061338e+07, -1.3405253061338e+07]
[-1.3403903667676e+07, -1.3403903667676e+07]
[-1.3402553660219e+07, -1.3402553660219e+07]
[-1.3401203044924e+07, -1.3401203044924e+07]
[-1.3399851827746e+07, -1.3399851827746e+07]
[-1.3398500014632e+07, -1.3398500014632e+07]
[-1.3397147611530e+07, -1.3397147611530e+07]
[-1.3395794624378e+07, -1.3395794624378e+07]
[-1.3394441059115e+07, -1.3394441059115e+07]
[-1.3393086921673e+07, -1.3393086921673e+07]
[-1.3391732217979e+07, -1.3391732217979e+07]
[-1.3390376953959e+07, -1.3390376953959e+07]
[-1.3389021135532e+07, -1.3389021135532e+07]
[-1.3387664768614e+07, -1.3387664768614e+07]
[-1.3386307859114e+07, -1.3386307859114e+07]
[-1.3384950412940e+07, -1.3384950412940e+07]
[-1.3383592435995e+07, -1.3383592435995e+07]
[-1.3382233934175e+07, -1.3382233934175e+07]
[-1.3380874913374e+07, -1.3380874913374e+07]
[-1.3379515379480e+07, -1.3379515379480e+07]
[-1.3378155338378e+07, -1.3378155338378e+07]
[-1.3376794795947e+07, -1.3376794795947e+07]
[-1.3375433758062e+07, -1.3375433758062e+07]
[-1.3374072230594e+07, -1.3374072230594e+07]
[-1.3372710219407e+07, -1.3372710219407e+07]
[-1.3371347730363e+07, -1.3371347730363e+07]
[-1.3369984769318e+07, -1.3369984769318e+07]
[-1.3368621342123e+07, -1.3368621342123e+07]
[-1.3367257454626e+07, -1.3367257454626e+07]
[-1.3365893112666e+07, -1.3365893112666e+07]
[-1.3364528322083e+07, -1.3364528322083e+07]
[-1.3363163088707e+07, -1.3363163088707e+07]
[-1.3361797418367e+07, -1.3361797418367e+07]
[-1.3360431316883e+07, -1.3360431316883e+07]
[-1.3359064790074e+07, -1.3359064790074e+07]
[-1.3357697843752e+07, -1.3357697843752e+07]
[-1.3356330483725e+07, -1.3356330483725e+07]
[-1.3354962715794e+07, -1.3354962715794e+07]
[-1.3353594545756e+07, -1.3353594545756e+07]
[-1.3352225979405e+07, -1.3352225979405e+07]
[-1.3350857022527e+07, -1.3350857022527e+07]
[-1.3349487680904e+07, -1.3349487680904e+07]
[-1.3348117960312e+07, -1.3348117960312e+07]
[-1.3346747866524e+07, -1.3346747866524e+07]
[-1.3345377405306e+07, -1.3345377405306e+07]
[-1.3344006582419e+07, -1.3344006582419e+07]
[-1.3342635403618e+07, -1.3342635403618e+07]
[-1.3341263874654e+07, -1.3341263874654e+07]
[-1.3339892001273e+07, -1.3339892001273e+07]
[-1.3338519789215e+07, -1.3338519789215e+07]
[-1.3337147244213e+07, -1.3337147244213e+07]
[-1.3335774371998e+07, -1.3335774371998e+07]
[-1.3334401178292e+07, -1.3334401178292e+07]
[-1.3333027668815e+07, -1.3333027668815e+07]
[-1.3331653849279e+07, -1.3331653849279e+07]
[-1.3330279725391e+07, -1.3330279725391e+07]
[-1.3328905302853e+07, -1.3328905302853e+07]
[-1.3327530587362e+07, -1.3327530587362e+07]
[-1.3326155584608e+07, -1.3326155584608e+07]
[-1.3324780300276e+07, -1.3324780300276e+07]
[-1.3323404740047e+07, -1.3323404740047e+07]
[-1.3322028909593e+07, -1.3322028909593e+07]
[-1.3320652814583e+07, -1.3320652814583e+07]
[-1.3319276460680e+07, -1.3319276460680e+07]
[-1.3317899853541e+07, -1.3317899853541e+07]
[-1.3316522998816e+07, -1.3316522998816e+07]
[-1.3315145902152e+07, -1.3315145902152e+07]
[-1.3313768569187e+07, -1.3313768569187e+07]
[-1.3312391005556e+07, -1.3312391005556e+07]
[-1.3311013216887e+07, -1.3311013216887e+07]
[-1.3309635208801e+07, -1.3309635208801e+07]
[-1.3308256986916e+07, -1.3308256986916e+07]
[-1.3306878556841e+07, -1.3306878556841e+07]
[-1.3305499924182e+07, -1.3305499924182e+07]
[-1.3304121094537e+07, -1.3304121094537e+07]
[-1.3302742073498e+07, -1.3302742073498e+07]
[-1.3301362866653e+07, -1.3301362866653e+07]
[-1.3299983479581e+07, -1.3299983479581e+07]
[-1.3298603917859e+07, -1.3298603917859e+07]
[-1.3297224187054e+07, -1.3297224187054e+07]
[-1.3295844292729e+07, -1.3295844292729e+07]
[-1.3294464240441e+07, -1.3294464240441e+07]
[-1.3293084035740e+07, -1.3293084035740e+07]
[-1.3291703684171e+07, -1.3291703684171e+07]
[-1.3290323191272e+07, -1.3290323191272e+07]
[-1.3288942562574e+07, -1.3288942562574e+07]
[-1.3287561803605e+07, -1.3287561803605e+07]
[-1.3286180919883e+07, -1.3286180919883e+07]
[-1.3284799916922e+07, -1.3284799916922e+07]
[-1.3283418800230e+07, -1.3283418800230e+07]
[-1.3282037575307e+07, -1.3282037575307e+07]
[-1.3280656247649e+07, -1.3280656247649e+07]
[-1.3279274822743e+07, -1.3279274822743e+07]
[-1.3277893306072e+07, -1.3277893306072e+07]
[-1.3276511703111e+07, -1.3276511703111e+07]
[-1.3275130019331e+07, -1.3275130019331e+07]
[-1.3273748260194e+07, -1.3273748260194e+07]
[-1.3272366431157e+07, -1.3272366431157e+07]
[-1.3270984537671e+07, -1.3270984537671e+07]
[-1.3269602585178e+07, -1.3269602585178e+07]
[-1.3268220579118e+07, -1.3268220579118e+07]
[-1.3266838524920e+07, -1.3266838524920e+07]
[-1.3265456428010e+07, -1.3265456428010e+07]
[-1.3264074293805e+07, -1.3264074293805e+07]
[-1.3262692127717e+07, -1.3262692127717e+07]
[-1.3261309935150e+07, -1.3261309935150e+07]
[-1.3259927721504e+07, -1.3259927721504e+07]
[-1.3258545492171e+07, -1.3258545492171e+07]
[-1.3257163252535e+07, -1.3257163252535e+07]
[-1.3255781007975e+07, -1.3255781007975e+07]
[-1.3254398763864e+07, -1.3254398763864e+07]
[-1.3253016525567e+07, -1.3253016525567e+07]
[-1.3251634298442e+07, -1.3251634298442e+07]
[-1.3250252087843e+07, -1.3250252087843e+07]
[-1.3248869899114e+07, -1.3248869899114e+07]
[-1.3247487737594e+07, -1.3247487737594e+07]
[-1.3246105608615e+07, -1.3246105608615e+07]
[-1.3244723517503e+07, -1.3244723517503e+07]
[-1.3243341469576e+07, -1.3243341469576e+07]
[-1.3241959470146e+07, -1.3241959470146e+07]
[-1.3240577524518e+07, -1.3240577524518e+07]
[-1.3239195637991e+07, -1.3239195637991e+07]
[-1.3237813815855e+07, -1.3237813815855e+07]
[-1.3236432063396e+07, -1.3236432063396e+07]
[-1.3235050385891e+07, -1.3235050385891e+07]
[-1.3233668788612e+07, -1.3233668788612e+07]
[-1.3232287276822e+07, -1.3232287276822e+07]
[-1.3230905855778e+07, -1.3230905855778e+07]
[-1.3229524530732e+07, -1.3229524530732e+07]
[-1.3228143306925e+07, -1.3228143306925e+07]
[-1.3226762189596e+07, -1.3226762189596e+07]
[-1.3225381183972e+07, -1.3225381183972e+07]
[-1.3224000295278e+07, -1.3224000295278e+07]
[-1.3222619528728e+07, -1.3222619528728e+07]
[-1.3221238889531e+07, -1.3221238889531e+07]
[-1.3219858382888e+07, -1.3219858382888e+07]
[-1.3218478013995e+07, -1.3218478013995e+07]
[-1.3217097788039e+07, -1.3217097788039e+07]
[-1.3215717710200e+07, -1.3215717710200e+07]
[-1.3214337785652e+07, -1.3214337785652e+07]
[-1.3212958019562e+07, -1.3212958019562e+07]
[-1.3211578417088e+07, -1.3211578417088e+07]
[-1.3210198983384e+07, -1.3210198983384e+07]
[-1.3208819723594e+07, -1.3208819723594e+07]
[-1.3207440642856e+07, -1.3207440642856e+07]
[-1.3206061746301e+07, -1.3206061746301e+07]
[-1.3204683039053e+07, -1.3204683039053e+07]
[-1.3203304526229e+07, -1.3203304526229e+07]
[-1.3201926212938e+07, -1.3201926212938e+07]
[-1.3200548104282e+07, -1.3200548104282e+07]
[-1.3199170205357e+07, -1.3199170205357e+07]
[-1.3197792521251e+07, -1.3197792521251e+07]
[-1.3196415057043e+07, -1.3196415057043e+07]
[-1.3195037817809e+07, -1.3195037817809e+07]
[-1.3193660808613e+07, -1.3193660808613e+07]
[-1.3192284034515e+07, -1.3192284034515e+07]
[-1.3190907500566e+07, -1.3190907500566e+07]
[-1.3189531211812e+07, -1.3189531211812e+07]
[-1.3188155173289e+07, -1.3188155173289e+07]
[-1.3186779390027e+07, -1.3186779390027e+07]
[-1.3185403867048e+07, -1.3185403867048e+07]
[-1.3184028609369e+07, -1.3184028609369e+07]
[-1.3182653621996e+07, -1.3182653621996e+07]
[-1.3181278909931e+07, -1.3181278909931e+07]
[-1.3179904478167e+07, -1.3179904478167e+07]
[-1.3178530331690e+07, -1.3178530331690e+07]
[-1.3177156475477e+07, -1.3177156475477e+07]
[-1.3175782914502e+07, -1.3175782914502e+07]
[-1.3174409653726e+07, -1.3174409653726e+07]
[-1.3173036698107e+07, -1.3173036698107e+07]
[-1.3171664052594e+07, -1.3171664052594e+07]
[-1.3170291722127e+07, -1.3170291722127e+07]
[-1.3168919711643e+07, -1.3168919711643e+07]
[-1.3167548026066e+07, -1.3167548026066e+07]
[-1.3166176670316e+07, -1.3166176670316e+07]
[-1.3164805649306e+07, -1.3164805649306e+07]
[-1.3163434967939e+07, -1.3163434967939e+07]
[-1.3162064631112e+07, -1.3162064631112e+07]
[-1.3160694643715e+07, -1.3160694643715e+07]
[-1.3159325010630e+07, -1.3159325010630e+07]
[-1.3157955736731e+07, -1.3157955736731e+07]
[-1.3156586826885e+07, -1.3156586826885e+07]
[-1.3155218285951e+07, -1.3155218285951e+07]
[-1.3153850118781e+07, -1.3153850118781e+07]
[-1.3152482330221e+07, -1.3152482330221e+07]
[-1.3151114925105e+07, -1.3151114925105e+07]
[-1.3149747908265e+07, -1.3149747908265e+07]
[-1.3148381284520e+07, -1.3148381284520e+07]
[-1.3147015058687e+07, -1.3147015058687e+07]
[-1.3145649235570e+07, -1.3145649235570e+07]
[-1.3144283819970e+07, -1.3144283819970e+07]
[-1.3142918816677e+07, -1.3142918816677e+07]
[-1.3141554230475e+07, -1.3141554230475e+07]
[-1.3140190066141e+07, -1.3140190066141e+07]
[-1.3138826328443e+07, -1.3138826328443e+07]
[-1.3137463022143e+07, -1.3137463022143e+07]
[-1.3136100151993e+07, -1.3136100151993e+07]
[-1.3134737722739e+07, -1.3134737722739e+07]
[-1.3133375739120e+07, -1.3133375739120e+07]
[-1.3132014205865e+07, -1.3132014205865e+07]
[-1.3130653127699e+07, -1.3130653127699e+07]
[-1.3129292509335e+07, -1.3129292509335e+07]
[-1.3127932355482e+07, -1.3127932355482e+07]
[-1.3126572670839e+07, -1.3126572670839e+07]
[-1.3125213460098e+07, -1.3125213460098e+07]
[-1.3123854727944e+07, -1.3123854727944e+07]
[-1.3122496479055e+07, -1.3122496479055e+07]
[-1.3121138718097e+07, -1.3121138718097e+07]
[-1.3119781449734e+07, -1.3119781449734e+07]
[-1.3118424678619e+07, -1.3118424678619e+07]
[-1.3117068409398e+07, -1.3117068409398e+07]
[-1.3115712646710e+07, -1.3115712646710e+07]
[-1.3114357395184e+07, -1.3114357395184e+07]
[-1.3113002659443e+07, -1.3113002659443e+07]
[-1.3111648444104e+07, -1.3111648444104e+07]
[-1.3110294753772e+07, -1.3110294753772e+07]
[-1.3108941593048e+07, -1.3108941593048e+07]
[-1.3107588966524e+07, -1.3107588966524e+07]
[-1.3106236878784e+07, -1.3106236878784e+07]
[-1.3104885334404e+07, -1.3104885334404e+07]
[-1.3103534337953e+07, -1.3103534337953e+07]
[-1.3102183893991e+07, -1.3102183893991e+07]
[-1.3100834007073e+07, -1.3100834007073e+07]
[-1.3099484681742e+07, -1.3099484681742e+07]
[-1.3098135922537e+07, -1.3098135922537e+07]
[-1.3096787733987e+07, -1.3096787733987e+07]
[-1.3095440120615e+07, -1.3095440120615e+07]
[-1.3094093086934e+07, -1.3094093086934e+07]
[-1.3092746637451e+07, -1.3092746637451e+07]
[-1.3091400776665e+07, -1.3091400776665e+07]
[-1.3090055509066e+07, -1.3090055509066e+07]
[-1.3088710839137e+07, -1.3088710839137e+07]
[-1.3087366771354e+07, -1.3087366771354e+07]
[-1.3086023310184e+07, -1.3086023310184e+07]
[-1.3084680460086e+07, -1.3084680460086e+07]
[-1.3083338225513e+07, -1.3083338225513e+07]
[-1.3081996610907e+07, -1.3081996610907e+07]
[-1.3080655620706e+07, -1.3080655620706e+07]
[-1.3079315259337e+07, -1.3079315259337e+07]
[-1.3077975531220e+07, -1.3077975531220e+07]
[-1.3076636440770e+07, -1.3076636440770e+07]
[-1.3075297992389e+07, -1.3075297992389e+07]
[-1.3073960190476e+07, -1.3073960190476e+07]
[-1.3072623039419e+07, -1.3072623039419e+07]
[-1.3071286543599e+07, -1.3071286543599e+07]
[-1.3069950707390e+07, -1.3069950707390e+07]
[-1.3068615535158e+07, -1.3068615535158e+07]
[-1.3067281031260e+07, -1.3067281031260e+07]
[-1.3065947200045e+07, -1.3065947200045e+07]
[-1.3064614045856e+07, -1.3064614045856e+07]
[-1.3063281573028e+07, -1.3063281573028e+07]
[-1.3061949785885e+07, -1.3061949785885e+07]
[-1.3060618688748e+07, -1.3060618688748e+07]
[-1.3059288285925e+07, -1.3059288285925e+07]
[-1.3057958581720e+07, -1.3057958581720e+07]
[-1.3056629580428e+07, -1.3056629580428e+07]
[-1.3055301286336e+07, -1.3055301286336e+07]
[-1.3053973703722e+07, -1.3053973703722e+07]
[-1.3052646836858e+07, -1.3052646836858e+07]
[-1.3051320690007e+07, -1.3051320690007e+07]
[-1.3049995267425e+07, -1.3049995267425e+07]
[-1.3048670573360e+07, -1.3048670573360e+07]
[-1.3047346612050e+07, -1.3047346612050e+07]
[-1.3046023387727e+07, -1.3046023387727e+07]
[-1.3044700904617e+07, -1.3044700904617e+07]
[-1.3043379166934e+07, -1.3043379166934e+07]
[-1.3042058178887e+07, -1.3042058178887e+07]
[-1.3040737944677e+07, -1.3040737944677e+07]
[-1.3039418468495e+07, -1.3039418468495e+07]
[-1.3038099754526e+07, -1.3038099754526e+07]
[-1.3036781806948e+07, -1.3036781806948e+07]
[-1.3035464629928e+07, -1.3035464629928e+07]
[-1.3034148227627e+07, -1.3034148227627e+07]
[-1.3032832604199e+07, -1.3032832604199e+07]
[-1.3031517763789e+07, -1.3031517763789e+07]
[-1.3030203710534e+07, -1.3030203710534e+07]
[-1.3028890448564e+07, -1.3028890448564e+07]
[-1.3027577981999e+07, -1.3027577981999e+07]
[-1.3026266314954e+07, -1.3026266314954e+07]
[-1.3024955451534e+07, -1.3024955451534e+07]
[-1.3023645395837e+07, -1.3023645395837e+07]
[-1.3022336151954e+07, -1.3022336151954e+07]
[-1.3021027723965e+07, -1.3021027723965e+07]
[-1.3019720115946e+07, -1.3019720115946e+07]
[-1.3018413331963e+07, -1.3018413331963e+07]
[-1.3017107376073e+07, -1.3017107376073e+07]
[-1.3015802252329e+07, -1.3015802252329e+07]
[-1.3014497964772e+07, -1.3014497964772e+07]
[-1.3013194517437e+07, -1.3013194517437e+07]
[-1.3011891914351e+07, -1.3011891914351e+07]
[-1.3010590159534e+07, -1.3010590159534e+07]
[-1.3009289256996e+07, -1.3009289256996e+07]
[-1.3007989210741e+07, -1.3007989210741e+07]
[-1.3006690024764e+07, -1.3006690024764e+07]
[-1.3005391703053e+07, -1.3005391703053e+07]
[-1.3004094249588e+07, -1.3004094249588e+07]
[-1.3002797668340e+07, -1.3002797668340e+07]
[-1.3001501963274e+07, -1.3001501963274e+07]
[-1.3000207138345e+07, -1.3000207138345e+07]
[-1.2998913197502e+07, -1.2998913197502e+07]
[-1.2997620144685e+07, -1.2997620144685e+07]
[-1.2996327983827e+07, -1.2996327983827e+07]
[-1.2995036718852e+07, -1.2995036718852e+07]
[-1.2993746353677e+07, -1.2993746353677e+07]
[-1.2992456892212e+07, -1.2992456892212e+07]
[-1.2991168338358e+07, -1.2991168338358e+07]
[-1.2989880696007e+07, -1.2989880696007e+07]
[-1.2988593969045e+07, -1.2988593969045e+07]
[-1.2987308161349e+07, -1.2987308161349e+07]
[-1.2986023276791e+07, -1.2986023276791e+07]
[-1.2984739319230e+07, -1.2984739319230e+07]
[-1.2983456292522e+07, -1.2983456292522e+07]
[-1.2982174200513e+07, -1.2982174200513e+07]
[-1.2980893047041e+07, -1.2980893047041e+07]
[-1.2979612835937e+07, -1.2979612835937e+07]
[-1.2978333571023e+07, -1.2978333571023e+07]
[-1.2977055256114e+07, -1.2977055256114e+07]
[-1.2975777895018e+07, -1.2975777895018e+07]
[-1.2974501491533e+07, -1.2974501491533e+07]
[-1.2973226049452e+07, -1.2973226049452e+07]
[-1.2971951572557e+07, -1.2971951572557e+07]
[-1.2970678064626e+07, -1.2970678064626e+07]
[-1.2969405529425e+07, -1.2969405529425e+07]
[-1.2968133970715e+07, -1.2968133970715e+07]
[-1.2966863392248e+07, -1.2966863392248e+07]
[-1.2965593797770e+07, -1.2965593797770e+07]
[-1.2964325191017e+07, -1.2964325191017e+07]
[-1.2963057575717e+07, -1.2963057575717e+07]
[-1.2961790955593e+07, -1.2961790955593e+07]
[-1.2960525334357e+07, -1.2960525334357e+07]
[-1.2959260715716e+07, -1.2959260715716e+07]
[-1.2957997103368e+07, -1.2957997103368e+07]
[-1.2956734501002e+07, -1.2956734501002e+07]
[-1.2955472912300e+07, -1.2955472912300e+07]
[-1.2954212340939e+07, -1.2954212340939e+07]
[-1.2952952790583e+07, -1.2952952790583e+07]
[-1.2951694264894e+07, -1.2951694264894e+07]
[-1.2950436767521e+07, -1.2950436767521e+07]
[-1.2949180302108e+07, -1.2949180302108e+07]
[-1.2947924872292e+07, -1.2947924872292e+07]
[-1.2946670481700e+07, -1.2946670481700e+07]
[-1.2945417133954e+07, -1.2945417133954e+07]
[-1.2944164832664e+07, -1.2944164832664e+07]
[-1.2942913581437e+07, -1.2942913581437e+07]
[-1.2941663383869e+07, -1.2941663383869e+07]
[-1.2940414243550e+07, -1.2940414243550e+07]
[-1.2939166164063e+07, -1.2939166164063e+07]
[-1.2937919148979e+07, -1.2937919148979e+07]
[-1.2936673201867e+07, -1.2936673201867e+07]
[-1.2935428326285e+07, -1.2935428326285e+07]
[-1.2934184525783e+07, -1.2934184525783e+07]
[-1.2932941803906e+07, -1.2932941803906e+07]
[-1.2931700164187e+07, -1.2931700164187e+07]
[-1.2930459610156e+07, -1.2930459610156e+07]
[-1.2929220145333e+07, -1.2929220145333e+07]
[-1.2927981773229e+07, -1.2927981773229e+07]
[-1.2926744497350e+07, -1.2926744497350e+07]
[-1.2925508321194e+07, -1.2925508321194e+07]
[-1.2924273248248e+07, -1.2924273248248e+07]
[-1.2923039281997e+07, -1.2923039281997e+07]
[-1.2921806425912e+07, -1.2921806425912e+07]
[-1.2920574683462e+07, -1.2920574683462e+07]
[-1.2919344058105e+07, -1.2919344058105e+07]
[-1.2918114553292e+07, -1.2918114553292e+07]
[-1.2916886172467e+07, -1.2916886172467e+07]
[-1.2915658919067e+07, -1.2915658919067e+07]
[-1.2914432796519e+07, -1.2914432796519e+07]
[-1.2913207808244e+07, -1.2913207808244e+07]
[-1.2911983957655e+07, -1.2911983957655e+07]
[-1.2910761248159e+07, -1.2910761248159e+07]
[-1.2909539683152e+07, -1.2909539683152e+07]
[-1.2908319266026e+07, -1.2908319266026e+07]
[-1.2907100000163e+07, -1.2907100000163e+07]
[-1.2905881888939e+07, -1.2905881888939e+07]
[-1.2904664935721e+07, -1.2904664935721e+07]
[-1.2903449143870e+07, -1.2903449143870e+07]
[-1.2902234516737e+07, -1.2902234516737e+07]
[-1.2901021057668e+07, -1.2901021057668e+07]
[-1.2899808770000e+07, -1.2899808770000e+07]
[-1.2898597657063e+07, -1.2898597657063e+07]
[-1.2897387722179e+07, -1.2897387722179e+07]
[-1.2896178968664e+07, -1.2896178968664e+07]
[-1.2894971399825e+07, -1.2894971399825e+07]
[-1.2893765018960e+07, -1.2893765018960e+07]
[-1.2892559829363e+07, -1.2892559829363e+07]
[-1.2891355834319e+07, -1.2891355834319e+07]
[-1.2890153037104e+07, -1.2890153037104e+07]
[-1.2888951440988e+07, -1.2888951440988e+07]
[-1.2887751049234e+07, -1.2887751049234e+07]
[-1.2886551865095e+07, -1.2886551865095e+07]
[-1.2885353891821e+07, -1.2885353891821e+07]
[-1.2884157132649e+07, -1.2884157132649e+07]
[-1.2882961590814e+07, -1.2882961590814e+07]
[-1.2881767269539e+07, -1.2881767269539e+07]
[-1.2880574172041e+07, -1.2880574172041e+07]
[-1.2879382301532e+07, -1.2879382301532e+07]
[-1.2878191661213e+07, -1.2878191661213e+07]
[-1.2877002254280e+07, -1.2877002254280e+07]
[-1.2875814083921e+07, -1.2875814083921e+07]
[-1.2874627153315e+07, -1.2874627153315e+07]
[-1.2873441465635e+07, -1.2873441465635e+07]
[-1.2872257024047e+07, -1.2872257024047e+07]
[-1.2871073831709e+07, -1.2871073831709e+07]
[-1.2869891891772e+07, -1.2869891891772e+07]
[-1.2868711207379e+07, -1.2868711207379e+07]
[-1.2867531781665e+07, -1.2867531781665e+07]
[-1.2866353617760e+07, -1.2866353617760e+07]
[-1.2865176718784e+07, -1.2865176718784e+07]
[-1.2864001087851e+07, -1.2864001087851e+07]
[-1.2862826728068e+07, -1.2862826728068e+07]
[-1.2861653642534e+07, -1.2861653642534e+07]
[-1.2860481834341e+07, -1.2860481834341e+07]
[-1.2859311306572e+07, -1.2859311306572e+07]
[-1.2858142062306e+07, -1.2858142062306e+07]
[-1.2856974104611e+07, -1.2856974104611e+07]
[-1.2855807436551e+07, -1.2855807436551e+07]
[-1.2854642061181e+07, -1.2854642061181e+07]
[-1.2853477981548e+07, -1.2853477981548e+07]
[-1.2852315200693e+07, -1.2852315200693e+07]
[-1.2851153721649e+07, -1.2851153721649e+07]
[-1.2849993547443e+07, -1.2849993547443e+07]
[-1.2848834681093e+07, -1.2848834681093e+07]
[-1.2847677125611e+07, -1.2847677125611e+07]
[-1.2846520884001e+07, -1.2846520884001e+07]
[-1.2845365959261e+07, -1.2845365959261e+07]
[-1.2844212354379e+07, -1.2844212354379e+07]
