[+7.0516915897165e+06, +1.3397693913217e+06, +0.0000000000000e+00; +9.9889827765828e-21, +6.2779892388943e-22, +0.0000000000000e+00]
[+7.0489698117343e+06, +1.3548211540759e+06, +0.0000000000000e+00; +1.0216861040329e-20, +6.4940800423328e-22, +0.0000000000000e+00]
[+7.0462176476358e+06, +1.3698670765798e+06, +0.0000000000000e+00; +1.0447283352664e-20, +6.7150605396439e-22, +0.0000000000000e+00]
[+7.0434351112311e+06, +1.3849070943530e+06, +0.0000000000000e+00; +1.0680248557342e-20, +6.9409847163527e-22, +0.0000000000000e+00]
[+7.0406222164806e+06, +1.3999411429531e+06, +0.0000000000000e+00; +1.0915755485549e-20, +7.1719065263029e-22, +0.0000000000000e+00]
[+7.0377789774946e+06, +1.4149691579758e+06, +0.0000000000000e+00; +1.1153802955913e-20, +7.4078798913192e-22, +0.0000000000000e+00]
[+7.0349054085332e+06, +1.4299910750555e+06, +0.0000000000000e+00; +1.1394389774511e-20, +7.6489587008712e-22, +0.0000000000000e+00]
[+7.0320015240065e+06, +1.4450068298658e+06, +0.0000000000000e+00; +1.1637514734886e-20, +7.8951968117368e-22, +0.0000000000000e+00]
[+7.0290673384740e+06, +1.4600163581194e+06, +0.0000000000000e+00; +1.1883176618052e-20, +8.1466480476667e-22, +0.0000000000000e+00]
[+7.0261028666447e+06, +1.4750195955693e+06, +0.0000000000000e+00; +1.2131374192507e-20, +8.4033661990486e-22, +0.0000000000000e+00]
[+7.0231081233770e+06, +1.4900164780084e+06, +0.0000000000000e+00; +1.2382106214246e-20, +8.6654050225727e-22, +0.0000000000000e+00]
[+7.0200831236787e+06, +1.5050069412703e+06, +0.0000000000000e+00; +1.2635371426769e-20, +8.9328182408967e-22, +0.0000000000000e+00]
[+7.0170278827063e+06, +1.5199909212297e+06, +0.0000000000000e+00; +1.2891168561095e-20, +9.2056595423123e-22, +0.0000000000000e+00]
[+7.0139424157656e+06, +1.5349683538029e+06, +0.0000000000000e+00; +1.3149496335770e-20, +9.4839825804113e-22, +0.0000000000000e+00]
[+7.0108267383110e+06, +1.5499391749477e+06, +0.0000000000000e+00; +1.3410353456883e-20, +9.7678409737526e-22, +0.0000000000000e+00]
[+7.0076808659457e+06, +1.5649033206645e+06, +0.0000000000000e+00; +1.3673738618073e-20, +1.0057288305529e-21, +0.0000000000000e+00]
[+7.0045048144215e+06, +1.5798607269961e+06, +0.0000000000000e+00; +1.3939650500543e-20, +1.0352378123237e-21, +0.0000000000000e+00]
[+7.0012985996384e+06, +1.5948113300285e+06, +0.0000000000000e+00; +1.4208087773074e-20, +1.0653163938341e-21, +0.0000000000000e+00]
[+6.9980622376448e+06, +1.6097550658908e+06, +0.0000000000000e+00; +1.4479049092032e-20, +1.0959699225946e-21, +0.0000000000000e+00]
[+6.9947957446371e+06, +1.6246918707564e+06, +0.0000000000000e+00; +1.4752533101382e-20, +1.1272037424465e-21, +0.0000000000000e+00]
[+6.9914991369598e+06, +1.6396216808425e+06, +0.0000000000000e+00; +1.5028538432704e-20, +1.1590231935291e-21, +0.0000000000000e+00]
[+6.9881724311051e+06, +1.6545444324112e+06, +0.0000000000000e+00; +1.5307063705198e-20, +1.1914336122460e-21, +0.0000000000000e+00]
[+6.9848156437130e+06, +1.6694600617695e+06, +0.0000000000000e+00; +1.5588107525703e-20, +1.2244403312333e-21, +0.0000000000000e+00]
[+6.9814287915709e+06, +1.6843685052698e+06, +0.0000000000000e+00; +1.5871668488704e-20, +1.2580486793257e-21, +0.0000000000000e+00]
[+6.9780118916137e+06, +1.6992696993102e+06, +0.0000000000000e+00; +1.6157745176348e-20, +1.2922639815241e-21, +0.0000000000000e+00]
[+6.9745649609234e+06, +1.7141635803351e+06, +0.0000000000000e+00; +1.6446336158458e-20, +1.3270915589630e-21, +0.0000000000000e+00]
[+6.9710880167291e+06, +1.7290500848355e+06, +0.0000000000000e+00; +1.6737439992541e-20, +1.3625367288772e-21, +0.0000000000000e+00]
[+6.9675810764069e+06, +1.7439291493493e+06, +0.0000000000000e+00; +1.7031055223803e-20, +1.3986048045698e-21, +0.0000000000000e+00]
[+6.9640441574796e+06, +1.7588007104618e+06, +0.0000000000000e+00; +1.7327180385163e-20, +1.4353010953789e-21, +0.0000000000000e+00]
[+6.9604772776166e+06, +1.7736647048059e+06, +0.0000000000000e+00; +1.7625813997267e-20, +1.4726309066457e-21, +0.0000000000000e+00]
[+6.9568804546339e+06, +1.7885210690628e+06, +0.0000000000000e+00; +1.7926954568497e-20, +1.5105995396813e-21, +0.0000000000000e+00]
[+6.9532537064935e+06, +1.8033697399621e+06, +0.0000000000000e+00; +1.8230600594987e-20, +1.5492122917347e-21, +0.0000000000000e+00]
[+6.9495970513037e+06, +1.8182106542825e+06, +0.0000000000000e+00; +1.8536750560637e-20, +1.5884744559601e-21, +0.0000000000000e+00]
[+6.9459105073190e+06, +1.8330437488517e+06, +0.0000000000000e+00; +1.8845402937126e-20, +1.6283913213847e-21, +0.0000000000000e+00]
[+6.9421940929392e+06, +1.8478689605474e+06, +0.0000000000000e+00; +1.9156556183924e-20, +1.6689681728764e-21, +0.0000000000000e+00]
[+6.9384478267102e+06, +1.8626862262970e+06, +0.0000000000000e+00; +1.9470208748307e-20, +1.7102102911114e-21, +0.0000000000000e+00]
[+6.9346717273232e+06, +1.8774954830788e+06, +0.0000000000000e+00; +1.9786359065370e-20, +1.7521229525420e-21, +0.0000000000000e+00]
[+6.9308658136147e+06, +1.8922966679215e+06, +0.0000000000000e+00; +2.0105005558043e-20, +1.7947114293645e-21, +0.0000000000000e+00]
[+6.9270301045665e+06, +1.9070897179053e+06, +0.0000000000000e+00; +2.0426146637102e-20, +1.8379809894872e-21, +0.0000000000000e+00]
[+6.9231646193050e+06, +1.9218745701618e+06, +0.0000000000000e+00; +2.0749780701185e-20, +1.8819368964982e-21, +0.0000000000000e+00]
[+6.9192693771020e+06, +1.9366511618748e+06, +0.0000000000000e+00; +2.1075906136805e-20, +1.9265844096334e-21, +0.0000000000000e+00]
[+6.9153443973734e+06, +1.9514194302803e+06, +0.0000000000000e+00; +2.1404521318367e-20, +1.9719287837448e-21, +0.0000000000000e+00]
[+6.9113896996799e+06, +1.9661793126670e+06, +0.0000000000000e+00; +2.1735624608177e-20, +2.0179752692682e-21, +0.0000000000000e+00]
[+6.9074053037264e+06, +1.9809307463770e+06, +0.0000000000000e+00; +2.2069214356462e-20, +2.0647291121920e-21, +0.0000000000000e+00]
[+6.9033912293619e+06, +1.9956736688056e+06, +0.0000000000000e+00; +2.2405288901382e-20, +2.1121955540247e-21, +0.0000000000000e+00]
[+6.8993474965793e+06, +2.0104080174022e+06, +0.0000000000000e+00; +2.2743846569044e-20, +2.1603798317638e-21, +0.0000000000000e+00]
[+6.8952741255155e+06, +2.0251337296702e+06, +0.0000000000000e+00; +2.3084885673521e-20, +2.2092871778641e-21, +0.0000000000000e+00]
[+6.8911711364506e+06, +2.0398507431680e+06, +0.0000000000000e+00; +2.3428404516858e-20, +2.2589228202055e-21, +0.0000000000000e+00]
[+6.8870385498086e+06, +2.0545589955086e+06, +0.0000000000000e+00; +2.3774401389098e-20, +2.3092919820624e-21, +0.0000000000000e+00]
[+6.8828763861563e+06, +2.0692584243608e+06, +0.0000000000000e+00; +2.4122874568289e-20, +2.3603998820714e-21, +0.0000000000000e+00]
[+6.8786846662039e+06, +2.0839489674488e+06, +0.0000000000000e+00; +2.4473822320503e-20, +2.4122517342005e-21, +0.0000000000000e+00]
[+6.8744634108042e+06, +2.0986305625533e+06, +0.0000000000000e+00; +2.4827242899848e-20, +2.4648527477174e-21, +0.0000000000000e+00]
[+6.8702126409529e+06, +2.1133031475111e+06, +0.0000000000000e+00; +2.5183134548488e-20, +2.5182081271583e-21, +0.0000000000000e+00]
[+6.8659323777879e+06, +2.1279666602162e+06, +0.0000000000000e+00; +2.5541495496655e-20, +2.5723230722966e-21, +0.0000000000000e+00]
[+6.8616226425899e+06, +2.1426210386198e+06, +0.0000000000000e+00; +2.5902323962666e-20, +2.6272027781121e-21, +0.0000000000000e+00]
[+6.8572834567813e+06, +2.1572662207307e+06, +0.0000000000000e+00; +2.6265618152937e-20, +2.6828524347594e-21, +0.0000000000000e+00]
[+6.8529148419267e+06, +2.1719021446157e+06, +0.0000000000000e+00; +2.6631376262000e-20, +2.7392772275372e-21, +0.0000000000000e+00]
[+6.8485168197322e+06, +2.1865287483998e+06, +0.0000000000000e+00; +2.6999596472520e-20, +2.7964823368571e-21, +0.0000000000000e+00]
[+6.8440894120458e+06, +2.2011459702671e+06, +0.0000000000000e+00; +2.7370276955309e-20, +2.8544729382127e-21, +0.0000000000000e+00]
[+6.8396326408566e+06, +2.2157537484605e+06, +0.0000000000000e+00; +2.7743415869343e-20, +2.9132542021491e-21, +0.0000000000000e+00]
[+6.8351465282949e+06, +2.2303520212825e+06, +0.0000000000000e+00; +2.8119011361777e-20, +2.9728312942317e-21, +0.0000000000000e+00]
[+6.8306310966322e+06, +2.2449407270955e+06, +0.0000000000000e+00; +2.8497061567963e-20, +3.0332093750155e-21, +0.0000000000000e+00]
[+6.8260863682807e+06, +2.2595198043220e+06, +0.0000000000000e+00; +2.8877564611465e-20, +3.0943936000146e-21, +0.0000000000000e+00]
[+6.8215123657929e+06, +2.2740891914451e+06, +0.0000000000000e+00; +2.9260518604076e-20, +3.1563891196718e-21, +0.0000000000000e+00]
[+6.8169091118621e+06, +2.2886488270088e+06, +0.0000000000000e+00; +2.9645921645835e-20, +3.2192010793275e-21, +0.0000000000000e+00]
[+6.8122766293217e+06, +2.3031986496186e+06, +0.0000000000000e+00; +3.0033771825041e-20, +3.2828346191895e-21, +0.0000000000000e+00]
[+6.8076149411449e+06, +2.3177385979414e+06, +0.0000000000000e+00; +3.0424067218274e-20, +3.3472948743030e-21, +0.0000000000000e+00]
[+6.8029240704450e+06, +2.3322686107063e+06, +0.0000000000000e+00; +3.0816805890408e-20, +3.4125869745196e-21, +0.0000000000000e+00]
[+6.7982040404745e+06, +2.3467886267047e+06, +0.0000000000000e+00; +3.1211985894630e-20, +3.4787160444674e-21, +0.0000000000000e+00]
[+6.7934548746258e+06, +2.3612985847908e+06, +0.0000000000000e+00; +3.1609605272455e-20, +3.5456872035207e-21, +0.0000000000000e+00]
[+6.7886765964300e+06, +2.3757984238820e+06, +0.0000000000000e+00; +3.2009662053747e-20, +3.6135055657700e-21, +0.0000000000000e+00]
[+6.7838692295576e+06, +2.3902880829590e+06, +0.0000000000000e+00; +3.2412154256730e-20, +3.6821762399916e-21, +0.0000000000000e+00]
[+6.7790327978176e+06, +2.4047675010663e+06, +0.0000000000000e+00; +3.2817079888012e-20, +3.7517043296180e-21, +0.0000000000000e+00]
[+6.7741673251576e+06, +2.4192366173129e+06, +0.0000000000000e+00; +3.3224436942598e-20, +3.8220949327077e-21, +0.0000000000000e+00]
[+6.7692728356637e+06, +2.4336953708720e+06, +0.0000000000000e+00; +3.3634223403907e-20, +3.8933531419154e-21, +0.0000000000000e+00]
[+6.7643493535601e+06, +2.4481437009818e+06, +0.0000000000000e+00; +3.4046437243794e-20, +3.9654840444621e-21, +0.0000000000000e+00]
[+6.7593969032089e+06, +2.4625815469459e+06, +0.0000000000000e+00; +3.4461076422563e-20, +4.0384927221055e-21, +0.0000000000000e+00]
[+6.7544155091100e+06, +2.4770088481334e+06, +0.0000000000000e+00; +3.4878138888985e-20, +4.1123842511105e-21, +0.0000000000000e+00]
[+6.7494051959006e+06, +2.4914255439792e+06, +0.0000000000000e+00; +3.5297622580321e-20, +4.1871637022192e-21, +0.0000000000000e+00]
[+6.7443659883557e+06, +2.5058315739848e+06, +0.0000000000000e+00; +3.5719525422333e-20, +4.2628361406215e-21, +0.0000000000000e+00]
[+6.7392979113868e+06, +2.5202268777182e+06, +0.0000000000000e+00; +3.6143845329306e-20, +4.3394066259260e-21, +0.0000000000000e+00]
[+6.7342009900426e+06, +2.5346113948144e+06, +0.0000000000000e+00; +3.6570580204065e-20, +4.4168802121301e-21, +0.0000000000000e+00]
[+6.7290752495086e+06, +2.5489850649760e+06, +0.0000000000000e+00; +3.6999727937993e-20, +4.4952619475910e-21, +0.0000000000000e+00]
[+6.7239207151064e+06, +2.5633478279729e+06, +0.0000000000000e+00; +3.7431286411051e-20, +4.5745568749964e-21, +0.0000000000000e+00]
[+6.7187374122940e+06, +2.5776996236435e+06, +0.0000000000000e+00; +3.7865253491793e-20, +4.6547700313354e-21, +0.0000000000000e+00]
[+6.7135253666654e+06, +2.5920403918943e+06, +0.0000000000000e+00; +3.8301627037388e-20, +4.7359064478691e-21, +0.0000000000000e+00]
[+6.7082846039504e+06, +2.6063700727007e+06, +0.0000000000000e+00; +3.8740404893635e-20, +4.8179711501019e-21, +0.0000000000000e+00]
[+6.7030151500143e+06, +2.6206886061072e+06, +0.0000000000000e+00; +3.9181584894983e-20, +4.9009691577525e-21, +0.0000000000000e+00]
[+6.6977170308578e+06, +2.6349959322277e+06, +0.0000000000000e+00; +3.9625164864554e-20, +4.9849054847248e-21, +0.0000000000000e+00]
[+6.6923902726166e+06, +2.6492919912459e+06, +0.0000000000000e+00; +4.0071142614153e-20, +5.0697851390794e-21, +0.0000000000000e+00]
[+6.6870349015613e+06, +2.6635767234158e+06, +0.0000000000000e+00; +4.0519515944294e-20, +5.1556131230045e-21, +0.0000000000000e+00]
[+6.6816509440975e+06, +2.6778500690616e+06, +0.0000000000000e+00; +4.0970282644216e-20, +5.2423944327875e-21, +0.0000000000000e+00]
[+6.6762384267647e+06, +2.6921119685786e+06, +0.0000000000000e+00; +4.1423440491904e-20, +5.3301340587864e-21, +0.0000000000000e+00]
[+6.6707973762370e+06, +2.7063623624329e+06, +0.0000000000000e+00; +4.1878987254104e-20, +5.4188369854012e-21, +0.0000000000000e+00]
[+6.6653278193223e+06, +2.7206011911626e+06, +0.0000000000000e+00; +4.2336920686347e-20, +5.5085081910454e-21, +0.0000000000000e+00]
[+6.6598297829622e+06, +2.7348283953772e+06, +0.0000000000000e+00; +4.2797238532966e-20, +5.5991526481177e-21, +0.0000000000000e+00]
[+6.6543032942321e+06, +2.7490439157586e+06, +0.0000000000000e+00; +4.3259938527114e-20, +5.6907753229739e-21, +0.0000000000000e+00]
[+6.6487483803404e+06, +2.7632476930611e+06, +0.0000000000000e+00; +4.3725018390787e-20, +5.7833811758983e-21, +0.0000000000000e+00]
[+6.6431650686287e+06, +2.7774396681120e+06, +0.0000000000000e+00; +4.4192475834840e-20, +5.8769751610759e-21, +0.0000000000000e+00]
[+6.6375533865712e+06, +2.7916197818117e+06, +0.0000000000000e+00; +4.4662308559008e-20, +5.9715622265639e-21, +0.0000000000000e+00]
[+6.6319133617750e+06, +2.8057879751341e+06, +0.0000000000000e+00; +4.5134514251926e-20, +6.0671473142644e-21, +0.0000000000000e+00]
