--------------------------------------------------------------------------
| Results file:                                                          |
| - List of particles positions at each delta T step.                    |
--------------------------------------------------------------------------
[0.008500000461935997,3.959902405981097e-10,0.0;1.0,0.15000000596046448,0.0]
[0.016999999061226845,1.6487665677189511e-9,0.0;1.0,0.15000000596046448,0.0]
[0.024999985471367836,3.6322733709681643e-9,0.0;1.0,0.15000000596046448,0.0]
[0.033499978482723236,6.618415593351301e-9,0.0;1.0,0.15000000596046448,0.0]
[0.041999995708465576,1.0535463168537262e-8,0.0;1.0,0.15000000596046448,0.0]
[0.050000011920928955,1.5096739858222463e-8,0.0;1.0,0.15000000596046448,0.0]
[0.058500029146671295,2.0899161512488718e-8,0.0;1.0,0.15000000596046448,0.0]
[0.06700004637241364,2.7715252315374528e-8,0.0;1.0,0.15000000596046448,0.0]
[0.07500006258487701,3.508351653636055e-8,0.0;1.0,0.15000000596046448,0.0]
[0.08350007981061935,4.3954951678415455e-8,0.0;1.0,0.15000000596046448,0.0]
[0.0920000970363617,5.393271607090355e-8,0.0;1.0,0.15000000596046448,0.0]
[0.10000011324882507,6.436464872194847e-8,0.0;1.0,0.15000000596046448,0.0]
[0.10850013047456741,7.658837120061435e-8,0.0;1.0,0.15000000596046448,0.0]
[0.11700014770030975,9.002252454592963e-8,0.0;1.0,0.15000000596046448,0.0]
[0.12500016391277313,1.0380639992035867e-7,0.0;1.0,0.15000000596046448,0.0]
[0.13350005447864532,1.1970092828050838e-7,0.0;1.0,0.15000000596046448,0.0]
[0.14199994504451752,1.3692311995328055e-7,0.0;1.0,0.15000000596046448,0.0]
[0.14999984204769135,1.5438378397902852e-7,0.0;1.0,0.15000000596046448,0.0]
[0.15849973261356354,1.7430835441700765e-7,0.0;1.0,0.15000000596046448,0.0]
[0.16699962317943573,1.956932038638115e-7,0.0;1.0,0.15000000596046448,0.0]
[0.17499952018260956,2.1719789344842866e-7,0.0;1.0,0.15000000596046448,0.0]
[0.18349941074848175,2.415591495719127e-7,0.0;1.0,0.15000000596046448,0.0]
[0.19199949502944946,2.675309929145442e-7,0.0;1.0,0.15000000596046448,0.0]
[0.1999996304512024,2.934963276857161e-7,0.0;1.0,0.15000000596046448,0.0]
[0.20849977433681488,3.22756079640385e-7,0.0;1.0,0.15000000596046448,0.0]
[0.21699991822242737,3.5379778751121194e-7,0.0;1.0,0.15000000596046448,0.0]
[0.2250000536441803,3.8469823948616977e-7,0.0;1.0,0.15000000596046448,0.0]
[0.23350019752979279,4.1938318418033305e-7,0.0;1.0,0.15000000596046448,0.0]
